swahili,english,sim_pre_tli,sim_post_tli,group,improvement
baada ya,after,0.2922002077102661,0.304516077041626,trained,0.012315869331359863
baadaye,later,0.2568025290966034,0.31413331627845764,trained,0.05733078718185425
bafu,bathroom,0.5170955657958984,0.5721650123596191,trained,0.0550694465637207
bahari,ocean,0.29799363017082214,0.42298823595046997,trained,0.12499460577964783
bahari,sea,0.23542620241641998,0.33191394805908203,trained,0.09648774564266205
bahati,luck,0.24951724708080292,0.35271593928337097,trained,0.10319869220256805
bahati mbaya,bad luck,0.3437979817390442,0.4771347641944885,trained,0.13333678245544434
bara,mainland,0.20573127269744873,0.325614333152771,trained,0.11988306045532227
barafu,ice,0.2732173502445221,0.3817688822746277,trained,0.10855153203010559
barabara,road,0.2765099108219147,0.3510718047618866,trained,0.07456189393997192
baridi,cold,0.28889814019203186,0.3538934588432312,trained,0.06499531865119934
barua,letter,0.27961868047714233,0.363724946975708,trained,0.08410626649856567
basi,bus,0.41649580001831055,0.467265248298645,trained,0.05076944828033447
bei,price,0.24254415929317474,0.31008630990982056,trained,0.06754215061664581
bei gani,how much does it cost,0.30933982133865356,0.48372718691825867,trained,0.1743873655796051
benki,bank,0.38642066717147827,0.45863789319992065,trained,0.07221722602844238
bia,beer,0.2432347983121872,0.34212034940719604,trained,0.09888555109500885
bili,bill,0.5009356737136841,0.5345696210861206,trained,0.03363394737243652
bilioni,billion,0.47488683462142944,0.5737867951393127,trained,0.0988999605178833
binti,daughter,0.27344900369644165,0.3161269724369049,trained,0.04267796874046326
bluu,blue,0.5018049478530884,0.5110414624214172,trained,0.009236514568328857
bonde,valley,0.29321134090423584,0.3654346764087677,trained,0.07222333550453186
boti,boat,0.3745356500148773,0.41808903217315674,trained,0.04355338215827942
bustani,garden,0.41779255867004395,0.48425745964050293,trained,0.06646490097045898
bustani,garden/park,0.4238663911819458,0.509471595287323,trained,0.0856052041053772
butu,blunt,0.3447182774543762,0.421992689371109,trained,0.07727441191673279
bwana,sir,0.322481632232666,0.45182985067367554,trained,0.12934821844100952
chai,tea,0.26459628343582153,0.3362807035446167,trained,0.07168442010879517
chakula,food,0.29942137002944946,0.36697787046432495,trained,0.06755650043487549
chakula cha asubuhi,breakfast,0.30468225479125977,0.3864946663379669,trained,0.08181241154670715
chakula cha jioni,dinner,0.4164113998413086,0.5000276565551758,trained,0.08361625671386719
chakula cha mchana,lunch,0.40593475103378296,0.5108457803726196,trained,0.10491102933883667
chachu,sour,0.39909127354621887,0.4396921992301941,trained,0.04060092568397522
chafu,dirty,0.23398062586784363,0.2900807857513428,trained,0.056100159883499146
chemchemi,spring,0.18778732419013977,0.2628134489059448,trained,0.07502612471580505
chini,down,0.3136502504348755,0.39334985613822937,trained,0.07969960570335388
choo,toilet,0.3745301067829132,0.44013556838035583,trained,0.06560546159744263
choo,toilet/bathroom,0.35162317752838135,0.42394545674324036,trained,0.07232227921485901
chuki,hatred,0.3188224136829376,0.4444166421890259,trained,0.12559422850608826
chui,leopard,0.3399425745010376,0.40842849016189575,trained,0.06848591566085815
chumvi,salt,0.279127299785614,0.33792632818222046,trained,0.058799028396606445
chungwa,orange,0.3253380358219147,0.3348693251609802,trained,0.009531289339065552
chungwa,orange (fruit),0.40818536281585693,0.479218989610672,trained,0.07103362679481506
dada,sister,0.5460299253463745,0.540912926197052,trained,-0.00511699914932251
daftari,notebook,0.23709487915039062,0.3358297646045685,trained,0.09873488545417786
dakika,minute,0.27971649169921875,0.3250848650932312,trained,0.04536837339401245
daktari,doctor,0.35833680629730225,0.3863110840320587,trained,0.02797427773475647
damu,blood,0.26227933168411255,0.35017162561416626,trained,0.08789229393005371
daraja,bridge,0.24539439380168915,0.33143284916877747,trained,0.08603845536708832
darasa,class,0.17657797038555145,0.2813451588153839,trained,0.10476718842983246
dereva,driver,0.2719796299934387,0.36658722162246704,trained,0.09460759162902832
dhahabu,gold,0.21242889761924744,0.33043158054351807,trained,0.11800268292427063
dirisha,window,0.23661477863788605,0.31539949774742126,trained,0.07878471910953522
dhoruba,storm,0.29778313636779785,0.3252723217010498,trained,0.027489185333251953
duka,shop,0.23306529223918915,0.3007664084434509,trained,0.06770111620426178
duma,cheetah,0.36354541778564453,0.5140525102615356,trained,0.1505070924758911
dunia,world,0.3316742479801178,0.42329561710357666,trained,0.09162136912345886
elfu,thousand,0.3014465570449829,0.3922199606895447,trained,0.09077340364456177
embe,mango,0.4473394453525543,0.5406842827796936,trained,0.09334483742713928
familia,family,0.5356384515762329,0.5329127907752991,trained,-0.002725660800933838
farasi,horse,0.25638848543167114,0.31353452801704407,trained,0.057146042585372925
fedha,silver,0.24103975296020508,0.31287524104118347,trained,0.0718354880809784
filamu,film,0.4825107157230377,0.49892252683639526,trained,0.016411811113357544
fupi,short,0.26301801204681396,0.29321420192718506,trained,0.030196189880371094
furaha,happy,0.24089065194129944,0.32632261514663696,trained,0.08543196320533752
gari,car,0.4469338655471802,0.5210485458374023,trained,0.07411468029022217
gazeti,newspaper,0.3457627296447754,0.4145370423793793,trained,0.06877431273460388
gani,which,0.365794837474823,0.40551698207855225,trained,0.03972214460372925
ghali,expensive,0.25217247009277344,0.3731772303581238,trained,0.12100476026535034
ghuba,bay,0.2909810543060303,0.3816838264465332,trained,0.09070277214050293
gonjwa,sick,0.31274929642677307,0.4659201502799988,trained,0.1531708538532257
haba na haba hujaza,little by little fills the measure,0.32259002327919006,0.4882766008377075,trained,0.16568657755851746
habari,news,0.18898873031139374,0.2740735411643982,trained,0.08508481085300446
habari gani,how are you,0.3612244725227356,0.524664044380188,trained,0.1634395718574524
habari yako,how are you,0.3757418394088745,0.545370876789093,trained,0.1696290373802185
hajambo,he/she is fine,0.3768513798713684,0.5291035771369934,trained,0.152252197265625
hakuna matata,no worries,0.3610360324382782,0.46013814210891724,trained,0.09910210967063904
hakuna matata,no worries/problems,0.32382166385650635,0.4514293372631073,trained,0.12760767340660095
hamna shida,no problem,0.3530365824699402,0.5031023025512695,trained,0.15006572008132935
hamsini,fifty,0.4375952482223511,0.5194652676582336,trained,0.08187001943588257
hapana,no,0.26623138785362244,0.40829211473464966,trained,0.14206072688102722
hapa,here,0.38632816076278687,0.4300307631492615,trained,0.04370260238647461
haraka,fast,0.2927800714969635,0.3642008900642395,trained,0.071420818567276
haraka,hurry,0.4261140823364258,0.5212260484695435,trained,0.09511196613311768
haraka haraka,quickly,0.23827418684959412,0.3205397129058838,trained,0.08226552605628967
haraka haraka haina baraka,hurry has no blessing,0.4965040683746338,0.6302863955497742,trained,0.13378232717514038
hatujambo,we are fine,0.31289035081863403,0.4538595378398895,trained,0.1409691870212555
hawajambo,they are fine,0.3552038371562958,0.5107587575912476,trained,0.15555492043495178
hodi,may I come in,0.3122081458568573,0.47131937742233276,trained,0.15911123156547546
hodi,welcome/come in,0.3393879532814026,0.47843122482299805,trained,0.13904327154159546
hospitali,hospital,0.8396605253219604,0.8640928268432617,trained,0.02443230152130127
hoteli,hotel,0.4049041271209717,0.45001569390296936,trained,0.04511156678199768
hudhurungi,orange (color),0.26359644532203674,0.3870154619216919,trained,0.12341901659965515
huzuni,sad,0.31992003321647644,0.3612593114376068,trained,0.04133927822113037
huzuni,sadness,0.3233907222747803,0.39001572132110596,trained,0.06662499904632568
iko wapi,where is,0.2835466265678406,0.42599937319755554,trained,0.14245274662971497
inatosha,enough,0.37754708528518677,0.46462181210517883,trained,0.08707472681999207
ishirini,twenty,0.2042119950056076,0.2931337058544159,trained,0.08892171084880829
ishirini na tatu,twenty-three,0.27730226516723633,0.3844330906867981,trained,0.10713082551956177
jambo,hello,0.2523331940174103,0.32623639702796936,trained,0.07390320301055908
jamaa,relative,0.18781253695487976,0.2626419961452484,trained,0.07482945919036865
jamii,family,0.27091774344444275,0.34651193022727966,trained,0.07559418678283691
jana,yesterday,0.46911367774009705,0.5335238575935364,trained,0.06441017985343933
jangwa,desert,0.2352086901664734,0.3508797883987427,trained,0.11567109823226929
jarida,magazine,0.2476782500743866,0.3698147237300873,trained,0.12213647365570068
jibu,answer,0.29206737875938416,0.3093548119068146,trained,0.01728743314743042
jibini,cheese,0.34829139709472656,0.4276409149169922,trained,0.07934951782226562
jiko,kitchen,0.4851841330528259,0.5642549395561218,trained,0.0790708065032959
jina,name,0.31378963589668274,0.4155307114124298,trained,0.10174107551574707
jina langu ni,my name is,0.44238007068634033,0.6011134386062622,trained,0.15873336791992188
jina lako ni nani,what is your name,0.37662839889526367,0.5756055116653442,trained,0.19897711277008057
jiwe,stone,0.2853620648384094,0.3810432553291321,trained,0.09568119049072266
jioni,evening,0.31926822662353516,0.3830561339855194,trained,0.06378790736198425
joto,heat,0.29649460315704346,0.36775457859039307,trained,0.07125997543334961
joto,hot,0.37897050380706787,0.45883268117904663,trained,0.07986217737197876
jua,sun,0.3711835741996765,0.4074341058731079,trained,0.036250531673431396
juu,up,0.32743287086486816,0.44238919019699097,trained,0.1149563193321228
kadi,card,0.41217905282974243,0.44635578989982605,trained,0.03417673707008362
kadi ya benki,debit card,0.31394079327583313,0.4402841329574585,trained,0.12634333968162537
kahawa,coffee,0.24188697338104248,0.3629184365272522,trained,0.12103146314620972
kahawia,brown,0.21468494832515717,0.30780094861984253,trained,0.09311600029468536
kaka,brother,0.3551456332206726,0.40542060136795044,trained,0.05027496814727783
kaka,older brother,0.25588899850845337,0.349033921957016,trained,0.09314492344856262
kalamu,pen,0.3408743739128113,0.39813122153282166,trained,0.057256847620010376
kali,sharp/fierce,0.3738057613372803,0.4548754096031189,trained,0.08106964826583862
kali,spicy,0.4022005498409271,0.4835834503173828,trained,0.08138290047645569
kama,if,0.4176768362522125,0.5234782099723816,trained,0.10580137372016907
kanga,guinea fowl,0.4687161445617676,0.557999849319458,trained,0.08928370475769043
kanga,piece of cloth,0.30416131019592285,0.42260825634002686,trained,0.118446946144104
kanga,piece of cloth worn by a woman,0.3615611791610718,0.49034905433654785,trained,0.12878787517547607
kanisa,church,0.23056933283805847,0.3406981825828552,trained,0.11012884974479675
karatasi,paper,0.24146538972854614,0.32353439927101135,trained,0.08206900954246521
karibu,near,0.27519574761390686,0.31964612007141113,trained,0.04445037245750427
karibu,welcome,0.2782788872718811,0.33314889669418335,trained,0.054870009422302246
karibu,welcome/come in,0.3251451551914215,0.4458545446395874,trained,0.1207093894481659
karoti,carrot,0.5340511202812195,0.6080042123794556,trained,0.07395309209823608
kaskazini,north,0.2740737199783325,0.31399887800216675,trained,0.03992515802383423
kati,middle,0.3030025362968445,0.32822367548942566,trained,0.025221139192581177
katikati,center,0.20353606343269348,0.2895883321762085,trained,0.08605226874351501
kazi,work,0.37540143728256226,0.4296635389328003,trained,0.05426210165023804
kesho,tomorrow,0.3013991117477417,0.3518674671649933,trained,0.05046835541725159
kichwa,head,0.18269909918308258,0.3317853808403015,trained,0.14908628165721893
kidogo,little/few,0.3338100016117096,0.40955737233161926,trained,0.07574737071990967
kifaru,rhinoceros,0.32891473174095154,0.5173794627189636,trained,0.18846473097801208
kifo,death,0.33525440096855164,0.36780494451522827,trained,0.032550543546676636
kijana,young person,0.30932408571243286,0.44242772459983826,trained,0.1331036388874054
kijani,green,0.3236840069293976,0.38115444779396057,trained,0.05747044086456299
kijiji,village,0.3964860737323761,0.4816166162490845,trained,0.08513054251670837
kijivu,gray,0.2765890955924988,0.30991533398628235,trained,0.03332623839378357
kilima,hill,0.3319099247455597,0.45426487922668457,trained,0.12235495448112488
kimbunga,storm,0.2654850482940674,0.2769480347633362,trained,0.011462986469268799
kimya,quiet,0.21942080557346344,0.2741602063179016,trained,0.05473940074443817
kinamasi,swamp,0.26912471652030945,0.38249891996383667,trained,0.11337420344352722
kingi,many,0.3351204991340637,0.40719571709632874,trained,0.07207521796226501
kinywaji,beverage,0.3285815119743347,0.4430072605609894,trained,0.11442574858665466
kinywaji,drink,0.2755317687988281,0.33956748247146606,trained,0.06403571367263794
kioo,mirror,0.3109751045703888,0.35431909561157227,trained,0.04334399104118347
kisichana,girl,0.2857116460800171,0.3664676547050476,trained,0.08075600862503052
kisima,well,0.3298875391483307,0.43419700860977173,trained,0.10430946946144104
kishindo,noisy,0.29072511196136475,0.4212467074394226,trained,0.13052159547805786
kitabu,book,0.2833747863769531,0.3664889335632324,trained,0.0831141471862793
kitanda,bed,0.2578510046005249,0.32660263776779175,trained,0.06875163316726685
kiti,chair,0.2688634693622589,0.3606460988521576,trained,0.09178262948989868
kitunguu,onion,0.31805798411369324,0.44397473335266113,trained,0.1259167492389679
kituo cha basi,bus station,0.3625138998031616,0.49504953622817993,trained,0.1325356364250183
kiu,thirst,0.33377811312675476,0.45782509446144104,trained,0.12404698133468628
kiazi,potato,0.34505322575569153,0.42606550455093384,trained,0.08101227879524231
kioga,shower,0.30857399106025696,0.40016067028045654,trained,0.09158667922019958
kiyoyozi,air conditioner,0.28866279125213623,0.42763423919677734,trained,0.1389714479446411
kodi,tax,0.3433200716972351,0.37656867504119873,trained,0.03324860334396362
kofia,hat,0.34902358055114746,0.4629148840904236,trained,0.11389130353927612
kompyuta,computer,0.3211907744407654,0.36399900913238525,trained,0.04280823469161987
kompyuta ndogo,laptop,0.35594096779823303,0.462991863489151,trained,0.10705089569091797
kubwa,big,0.388412207365036,0.4464547336101532,trained,0.05804252624511719
kubwa,large,0.3075450360774994,0.37147554755210876,trained,0.06393051147460938
kuchukua,to take,0.39565765857696533,0.4839208126068115,trained,0.08826315402984619
kufa,to die,0.3941284418106079,0.5390399694442749,trained,0.144911527633667
kufanya,to do/make,0.40314775705337524,0.5340580940246582,trained,0.13091033697128296
kuficha,to hide,0.3655800521373749,0.4422960579395294,trained,0.07671600580215454
kufunga,to close,0.3637389540672302,0.47537854313850403,trained,0.1116395890712738
kufundisha,to teach,0.382840096950531,0.4634009003639221,trained,0.08056080341339111
kufungua,to open,0.39531058073043823,0.5039269924163818,trained,0.1086164116859436
kugusa,to touch,0.3567847013473511,0.47118958830833435,trained,0.11440488696098328
kuhesabu,to count,0.3034152388572693,0.4370442032814026,trained,0.1336289644241333
kuimba,to sing,0.33713769912719727,0.48332417011260986,trained,0.1461864709854126
kuishi,to live,0.32021233439445496,0.42639368772506714,trained,0.10618135333061218
kuja,to come,0.32668834924697876,0.48619502782821655,trained,0.1595066785812378
kujenga,to build,0.38833773136138916,0.4640898108482361,trained,0.07575207948684692
kujibu,to answer,0.35739126801490784,0.4499577283859253,trained,0.09256646037101746
kujifunza,to learn,0.3811895251274109,0.47487980127334595,trained,0.09369027614593506
kujua,to know,0.36753004789352417,0.4913272261619568,trained,0.12379717826843262
kukaa,to sit,0.27208083868026733,0.3906806707382202,trained,0.11859983205795288
kukimbia,to run,0.24383024871349335,0.3903094530105591,trained,0.14647920429706573
kukumbuka,to remember,0.25238555669784546,0.3590388298034668,trained,0.10665327310562134
kula,to eat,0.43505313992500305,0.5169686079025269,trained,0.0819154679775238
kulala,to sleep,0.2444629967212677,0.40335917472839355,trained,0.15889617800712585
kulia,right,0.32130542397499084,0.37886589765548706,trained,0.057560473680496216
kulia,to cry,0.3828907310962677,0.4934530556201935,trained,0.11056232452392578
kulipa,to pay,0.2410716563463211,0.3772484064102173,trained,0.13617675006389618
kumaliza,to finish,0.34632813930511475,0.4577990174293518,trained,0.11147087812423706
kumwaga,to pour out,0.39163506031036377,0.5128779411315918,trained,0.12124288082122803
kununua,to buy,0.3857353925704956,0.47830748558044434,trained,0.09257209300994873
kunusa,to smell,0.3917427062988281,0.48312368988990784,trained,0.09138098359107971
kunywa,to drink,0.38699397444725037,0.5130720734596252,trained,0.12607809901237488
kunyoa,to shave,0.3897988200187683,0.4943220615386963,trained,0.10452324151992798
kuogelea,to swim,0.3266579508781433,0.47131282091140747,trained,0.14465487003326416
kuogopa,to fear,0.31981706619262695,0.43124520778656006,trained,0.1114281415939331
kuomba,I would like,0.23501445353031158,0.39655232429504395,trained,0.16153787076473236
kuomba,to ask for,0.29590994119644165,0.4418500065803528,trained,0.14594006538391113
kuomba,to beg/pray,0.3074391484260559,0.4322719871997833,trained,0.12483283877372742
kuonja,to taste,0.3197082281112671,0.4661344587802887,trained,0.1464262306690216
kuona,to see,0.3437618017196655,0.47441592812538147,trained,0.13065412640571594
kuondoka,to depart,0.29213622212409973,0.4294854998588562,trained,0.13734927773475647
kuongeza,to add,0.31340891122817993,0.44811147451400757,trained,0.13470256328582764
kuonyesha,to show,0.3305248022079468,0.4708043038845062,trained,0.14027950167655945
kupanda,to climb,0.2876952290534973,0.3954271972179413,trained,0.10773196816444397
kupanda,to climb/ascend,0.28546786308288574,0.4199536442756653,trained,0.13448578119277954
kupata,to find/get,0.31071603298187256,0.4260097146034241,trained,0.11529368162155151
kupata,to get,0.3318125605583191,0.454946905374527,trained,0.12313434481620789
kupenda,to like/love,0.2800784111022949,0.438732385635376,trained,0.15865397453308105
kupenda,to love,0.2686980366706848,0.40788504481315613,trained,0.1391870081424713
kupika,to cook,0.27542638778686523,0.4300254285335541,trained,0.15459904074668884
kupokea,to receive,0.2880912125110626,0.4005501866340637,trained,0.1124589741230011
kupoteza,to lose,0.3001556992530823,0.46211621165275574,trained,0.16196051239967346
kupoteza,to lose (a game/item),0.32351231575012207,0.5253163576126099,trained,0.2018040418624878
kupongeza,to congratulate,0.27062752842903137,0.3995668292045593,trained,0.12893930077552795
kupunguza,to reduce,0.2900760769844055,0.43190693855285645,trained,0.14183086156845093
kupoteya njia ndiyo kujua njia,to get lost is to learn the way,0.4310362935066223,0.6193343997001648,trained,0.18829810619354248
kura,vote,0.3016597330570221,0.33689311146736145,trained,0.035233378410339355
kuruka,to fly/jump,0.24113555252552032,0.38201695680618286,trained,0.14088140428066254
kuruka,to jump,0.23227107524871826,0.35576513409614563,trained,0.12349405884742737
kuruhusu,to allow,0.26511311531066895,0.38561195135116577,trained,0.12049883604049683
kusahau,to forget,0.27019545435905457,0.39980173110961914,trained,0.12960627675056458
kusaidia,to help,0.31872397661209106,0.46413785219192505,trained,0.14541387557983398
kusafisha,to clean,0.30193251371383667,0.4557775855064392,trained,0.15384507179260254
kusafiri,to travel,0.27361640334129333,0.43742603063583374,trained,0.1638096272945404
kusema,to speak,0.40434277057647705,0.5423442125320435,trained,0.1380014419555664
kusema,to speak/say,0.4177268147468567,0.5796895027160645,trained,0.16196268796920776
kushangaa,to be surprised,0.37692415714263916,0.5026974678039551,trained,0.12577331066131592
kushauri,to advise,0.35123389959335327,0.458426833152771,trained,0.10719293355941772
kushauri,to consult,0.3559718430042267,0.45447707176208496,trained,0.09850522875785828
kushika,to hold,0.39155498147010803,0.5024605393409729,trained,0.11090555787086487
kushindwa,to fail,0.35891908407211304,0.4621780812740326,trained,0.10325899720191956
kushinda,to win,0.38148069381713867,0.4930207133293152,trained,0.11154001951217651
kushona,to sew,0.41261863708496094,0.5014743208885193,trained,0.08885568380355835
kushoto,left,0.3194369673728943,0.37400513887405396,trained,0.05456817150115967
kushukuru,to thank,0.35691431164741516,0.46432968974113464,trained,0.10741537809371948
kushuka,to descend,0.3789405822753906,0.4669702649116516,trained,0.08802968263626099
kusikia,to hear,0.2726272642612457,0.42499449849128723,trained,0.1523672342300415
kusini,south,0.2091723084449768,0.31552770733833313,trained,0.10635539889335632
kusoma,to read,0.260189414024353,0.40037065744400024,trained,0.14018124341964722
kusubiri,to wait,0.2609492540359497,0.40458810329437256,trained,0.14363884925842285
kutabasamu,to smile,0.3593522608280182,0.4847710132598877,trained,0.1254187524318695
kutafuta,to search,0.3924604058265686,0.5075057744979858,trained,0.11504536867141724
kutaka,to want,0.393990159034729,0.5268905162811279,trained,0.13290035724639893
kutembea,to walk,0.3898029327392578,0.5148314237594604,trained,0.12502849102020264
kutenganisha,to separate,0.3889528512954712,0.49118226766586304,trained,0.10222941637039185
kutoelewa,to misunderstand,0.37178805470466614,0.43657445907592773,trained,0.0647864043712616
kutoka,to exit,0.36316490173339844,0.4692972004413605,trained,0.10613229870796204
kutoka,to exit/come from,0.38183730840682983,0.5257992148399353,trained,0.14396190643310547
kutoa,to give,0.4384751319885254,0.5350359678268433,trained,0.09656083583831787
kutoa,to give out,0.40782928466796875,0.5309284329414368,trained,0.12309914827346802
kutoa,to remove,0.42010530829429626,0.5278538465499878,trained,0.10774853825569153
kutoa,to subtract,0.4009503722190857,0.49428918957710266,trained,0.09333881735801697
kutupa,to throw,0.3925071358680725,0.49089398980140686,trained,0.09838685393333435
kuuliza,to ask,0.34322047233581543,0.4785773754119873,trained,0.13535690307617188
kuvaa,to wear,0.36718541383743286,0.4700164794921875,trained,0.10283106565475464
kuvua,to take off clothes,0.3644939064979553,0.47790414094924927,trained,0.11341023445129395
kuvua,to undress,0.35213467478752136,0.4583354592323303,trained,0.10620078444480896
kuvunja,to break,0.4029059410095215,0.49842530488967896,trained,0.09551936388015747
kuvutia,interesting,0.24892237782478333,0.2743585705757141,trained,0.025436192750930786
kuwa,to be,0.3473811447620392,0.48259449005126953,trained,0.13521334528923035
kwaheri,goodbye,0.287928968667984,0.3983631134033203,trained,0.1104341447353363
kwa nini,why,0.26154324412345886,0.3242076635360718,trained,0.06266441941261292
kwenda,to go,0.29386818408966064,0.4088725447654724,trained,0.11500436067581177
kwanza,first,0.3189277946949005,0.3680717647075653,trained,0.049143970012664795
labda,maybe,0.2290770560503006,0.2820190191268921,trained,0.05294196307659149
laini,soft,0.13020773231983185,0.2743155360221863,trained,0.14410780370235443
lazima,necessary,0.22224299609661102,0.26544269919395447,trained,0.043199703097343445
leo,today,0.21776756644248962,0.26357534527778625,trained,0.04580777883529663
likizo,holiday/vacation,0.2539401352405548,0.3583264946937561,trained,0.1043863594532013
lini,when,0.2820476293563843,0.3389727473258972,trained,0.05692511796951294
macho,eyes,0.2536964416503906,0.32078900933265686,trained,0.06709256768226624
magharibi,west,0.21096594631671906,0.30727672576904297,trained,0.09631077945232391
mahindi,corn,0.2675611972808838,0.3375275731086731,trained,0.0699663758277893
maisha,life,0.3381091356277466,0.41154879331588745,trained,0.07343965768814087
maisha marefu,long life,0.2973159849643707,0.3989576995372772,trained,0.1016417145729065
maji,water,0.3059987425804138,0.33136186003685,trained,0.025363117456436157
maji kujaa,high tide,0.3187250792980194,0.4077133536338806,trained,0.0889882743358612
maji kujaa na kupwa,tide,0.41264808177948,0.4899922013282776,trained,0.07734411954879761
maji kupwa,low tide,0.3078659176826477,0.4262630343437195,trained,0.11839711666107178
mama,mother,0.5398381948471069,0.5400547981262207,trained,0.00021660327911376953
mambo,what's up,0.21884256601333618,0.366014301776886,trained,0.1471717357635498
mandazi,fried dough,0.22929024696350098,0.3130301237106323,trained,0.08373987674713135
mapema,early,0.23511338233947754,0.3117152154445648,trained,0.07660183310508728
maporomoko,waterfall,0.27935725450515747,0.3905583918094635,trained,0.11120113730430603
marehemu,late/deceased,0.3246952295303345,0.386210560798645,trained,0.06151533126831055
mashariki,east,0.29062533378601074,0.36654478311538696,trained,0.07591944932937622
matope,mud,0.3927302360534668,0.47654369473457336,trained,0.08381345868110657
matunda,fruit,0.27823740243911743,0.3415089249610901,trained,0.06327152252197266
matunda,fruits,0.35097742080688477,0.41518664360046387,trained,0.0642092227935791
maua,flowers,0.22881287336349487,0.31776708364486694,trained,0.08895421028137207
mawingu,clouds,0.30442070960998535,0.41824406385421753,trained,0.11382335424423218
maziwa,milk,0.5342903137207031,0.5771116018295288,trained,0.042821288108825684
mbaya,bad,0.3315618634223938,0.42772647738456726,trained,0.09616461396217346
mbingu,sky,0.2637759745121002,0.35130563378334045,trained,0.08752965927124023
mbili,two,0.2712758183479309,0.3397229313850403,trained,0.06844711303710938
mboga,vegetable,0.2638022005558014,0.356192409992218,trained,0.09239020943641663
mboga,vegetables,0.26049381494522095,0.341429203748703,trained,0.08093538880348206
mbwa,dog,0.2501366436481476,0.35198959708213806,trained,0.10185295343399048
mchanga,sand,0.33112311363220215,0.374815434217453,trained,0.043692320585250854
mchana,afternoon,0.3082945942878723,0.35626018047332764,trained,0.04796558618545532
meza,table,0.3346666693687439,0.3673139214515686,trained,0.03264725208282471
mfanyabiashara,businessman/woman,0.34166255593299866,0.5353748798370361,trained,0.19371232390403748
mgeni,guest,0.23581282794475555,0.2929578423500061,trained,0.05714501440525055
miguu,feet,0.36110925674438477,0.402276873588562,trained,0.041167616844177246
mia,hundred,0.256544291973114,0.32430845499038696,trained,0.06776416301727295
mia mbili,two hundred,0.24888676404953003,0.35066258907318115,trained,0.10177582502365112
mia mbili na hamsini,two hundred fifty,0.3003973364830017,0.4255114495754242,trained,0.12511411309242249
